"행정구역","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율"
"전라남도 신안군 압해읍고이도출장소(4691025500)","216","127","          1.70","126","90","          1.40"
"전라남도 신안군 증도면(4691031000)","1,444","908","          1.59","789","655","          1.20"
"전라남도 신안군 증도면병풍출장소(4691031500)","305","185","          1.65","179","126","          1.42"
"전라남도 신안군 임자면(4691032000)","3,183","1,821","          1.75","1,685","1,498","          1.12"
"전라남도 신안군 자은면(4691033000)","2,284","1,309","          1.74","1,226","1,058","          1.16"
"전라남도 신안군 비금면(4691034000)","3,484","1,930","          1.81","1,850","1,634","          1.13"
"전라남도 신안군 도초면(4691035000)","2,468","1,442","          1.71","1,267","1,201","          1.05"
"전라남도 신안군 도초면우이도출장소(4691035500)","220","146","          1.51","131","89","          1.47"
"전라남도 신안군 흑산면(4691036000)","2,165","1,377","          1.57","1,241","924","          1.34"
"전라남도 신안군 흑산면가거도출장소(4691036500)","413","294","          1.40","266","147","          1.81"
"전라남도 신안군 흑산면태도출장소(4691036600)","188","128","          1.47","110","78","          1.41"
"전라남도 신안군 흑산면홍도출장소(4691036700)","450","257","          1.75","250","200","          1.25"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","297","192","          1.55","177","120","          1.48"
"전라남도 신안군 하의면(4691037000)","1,666","1,003","          1.66","908","758","          1.20"
"전라남도 신안군 신의면(4691038000)","1,523","811","          1.88","834","689","          1.21"
"전라남도 신안군 장산면(4691039000)","1,517","950","          1.60","808","709","          1.14"
"전라남도 신안군 안좌면(4691040000)","2,810","1,645","          1.71","1,468","1,342","          1.09"
"전라남도 신안군 안좌면자라출장소(4691040500)","295","164","          1.80","161","134","          1.20"
"전라남도 신안군 팔금면(4691041000)","967","603","          1.60","478","489","          0.98"
"전라남도 신안군 암태면(4691042000)","1,949","1,097","          1.78","1,014","935","          1.08"
"경상북도  (4700000000)","2,609,356","1,286,286","          2.03","1,315,815","1,293,541","          1.02"
"경상북도 포항시 (4711000000)","498,597","232,627","          2.14","252,607","245,990","          1.03"
"경상북도 포항시 남구 (4711100000)","228,610","109,763","          2.08","118,428","110,182","          1.07"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,191","4,526","          1.59","3,644","3,547","          1.03"
"경상북도 포항시 남구 연일읍(4711125300)","29,922","12,409","          2.41","15,215","14,707","          1.03"
"경상북도 포항시 남구 오천읍(4711125600)","56,054","26,465","          2.12","30,024","26,030","          1.15"
"경상북도 포항시 남구 대송면(4711131000)","3,310","1,890","          1.75","1,714","1,596","          1.07"
"경상북도 포항시 남구 동해면(4711132000)","9,694","4,780","          2.03","4,877","4,817","          1.01"
"경상북도 포항시 남구 장기면(4711133000)","3,990","2,420","          1.65","1,957","2,033","          0.96"
"경상북도 포항시 남구 호미곶면(4711135000)","1,825","1,153","          1.58","892","933","          0.96"
"경상북도 포항시 남구 상대동(4711152500)","24,473","13,688","          1.79","12,773","11,700","          1.09"
"경상북도 포항시 남구 해도동(4711154500)","17,015","9,945","          1.71","8,731","8,284","          1.05"
"경상북도 포항시 남구 송도동(4711155000)","11,996","6,540","          1.83","5,990","6,006","          1.00"
"경상북도 포항시 남구 청림동(4711156000)","4,721","2,654","          1.78","2,546","2,175","          1.17"
"경상북도 포항시 남구 제철동(4711157000)","2,996","1,747","          1.71","1,821","1,175","          1.55"
"경상북도 포항시 남구 효곡동(4711158000)","30,219","11,263","          2.68","15,366","14,853","          1.03"
"경상북도 포항시 남구 대이동(4711159000)","25,204","10,283","          2.45","12,878","12,326","          1.04"
"경상북도 포항시 북구 (4711300000)","269,987","122,864","          2.20","134,179","135,808","          0.99"
"경상북도 포항시 북구 흥해읍(4711325000)","40,576","18,069","          2.25","20,318","20,258","          1.00"
"경상북도 포항시 북구 신광면(4711331000)","2,879","1,696","          1.70","1,430","1,449","          0.99"
"경상북도 포항시 북구 청하면(4711332000)","4,726","2,770","          1.71","2,333","2,393","          0.97"
"경상북도 포항시 북구 송라면(4711333000)","2,468","1,544","          1.60","1,185","1,283","          0.92"
"경상북도 포항시 북구 기계면(4711334000)","4,994","2,772","          1.80","2,436","2,558","          0.95"
"경상북도 포항시 북구 죽장면(4711335000)","2,132","1,403","          1.52","1,063","1,069","          0.99"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","621","374","          1.66","316","305","          1.04"
"경상북도 포항시 북구 기북면(4711336000)","1,307","766","          1.71","644","663","          0.97"
"경상북도 포항시 북구 중앙동(4711352000)","15,070","8,651","          1.74","7,419","7,651","          0.97"
"경상북도 포항시 북구 양학동(4711363000)","16,504","6,935","          2.38","8,166","8,338","          0.98"
"경상북도 포항시 북구 죽도동(4711365500)","19,908","11,632","          1.71","9,792","10,116","          0.97"
"경상북도 포항시 북구 용흥동(4711366500)","21,798","9,575","          2.28","10,659","11,139","          0.96"
"경상북도 포항시 북구 우창동(4711368000)","33,057","14,121","          2.34","16,104","16,953","          0.95"
"경상북도 포항시 북구 두호동(4711369000)","22,538","9,153","          2.46","11,101","11,437","          0.97"
"경상북도 포항시 북구 장량동(4711370000)","72,052","29,489","          2.44","36,599","35,453","          1.03"
"경상북도 포항시 북구 환여동(4711371000)","9,357","3,914","          2.39","4,614","4,743","          0.97"
"경상북도 경주시 (4713000000)","250,453","124,137","          2.02","125,322","125,131","          1.00"
"경상북도 경주시 감포읍(4713025000)","5,375","3,215","          1.67","2,679","2,696","          0.99"
"경상북도 경주시 안강읍(4713025300)","23,689","12,125","          1.95","11,721","11,968","          0.98"
"경상북도 경주시 건천읍(4713025600)","9,157","5,107","          1.79","4,641","4,516","          1.03"
"경상북도 경주시 외동읍(4713025900)","22,298","11,975","          1.86","11,765","10,533","          1.12"
"경상북도 경주시 문무대왕면(4713031500)","4,128","2,329","          1.77","2,148","1,980","          1.08"
"경상북도 경주시 양남면(4713032000)","6,283","3,526","          1.78","3,331","2,952","          1.13"
"경상북도 경주시 내남면(4713033000)","4,632","2,683","          1.73","2,340","2,292","          1.02"
"경상북도 경주시 산내면(4713034000)","3,257","2,062","          1.58","1,614","1,643","          0.98"
"경상북도 경주시 서면(4713035000)","3,102","1,830","          1.70","1,560","1,542","          1.01"
"경상북도 경주시 현곡면(4713036000)","21,592","8,526","          2.53","10,626","10,966","          0.97"
"경상북도 경주시 강동면(4713037000)","6,007","3,453","          1.74","3,063","2,944","          1.04"
"경상북도 경주시 천북면(4713038000)","5,720","3,047","          1.88","3,000","2,720","          1.10"
"경상북도 경주시 중부동(4713051500)","5,002","2,851","          1.75","2,483","2,519","          0.99"
"경상북도 경주시 황오동(4713053000)","6,136","3,477","          1.76","2,944","3,192","          0.92"
"경상북도 경주시 성건동(4713055000)","13,842","8,027","          1.72","6,910","6,932","          1.00"
"경상북도 경주시 황남동(4713057000)","4,330","2,486","          1.74","2,140","2,190","          0.98"
"경상북도 경주시 선도동(4713059000)","14,658","6,645","          2.21","7,380","7,278","          1.01"
"경상북도 경주시 월성동(4713060500)","5,752","2,917","          1.97","2,820","2,932","          0.96"
"경상북도 경주시 용강동(4713061500)","24,019","9,775","          2.46","11,819","12,200","          0.97"
"경상북도 경주시 황성동(4713062100)","27,967","11,289","          2.48","13,686","14,281","          0.96"
"경상북도 경주시 동천동(4713063000)","21,900","10,516","          2.08","10,910","10,990","          0.99"
"경상북도 경주시 불국동(4713065000)","9,913","5,275","          1.88","4,901","5,012","          0.98"
"경상북도 경주시 보덕동(4713066000)","1,694","1,001","          1.69","841","853","          0.99"
"경상북도 김천시 (4715000000)","139,710","69,111","          2.02","70,096","69,614","          1.01"
"경상북도 김천시 아포읍(4715025000)","7,882","4,115","          1.92","3,951","3,931","          1.01"
"경상북도 김천시 농소면(4715031000)","3,122","1,604","          1.95","1,628","1,494","          1.09"
"경상북도 김천시 남면(4715032000)","3,069","1,734","          1.77","1,589","1,480","          1.07"
"경상북도 김천시 개령면(4715034000)","2,417","1,262","          1.92","1,240","1,177","          1.05"
"경상북도 김천시 감문면(4715035000)","3,243","1,861","          1.74","1,619","1,624","          1.00"
"경상북도 김천시 어모면(4715036000)","4,051","2,165","          1.87","2,091","1,960","          1.07"
"경상북도 김천시 봉산면(4715037000)","3,013","1,571","          1.92","1,559","1,454","          1.07"
"경상북도 김천시 대항면(4715038000)","3,416","1,786","          1.91","1,732","1,684","          1.03"
"경상북도 김천시 감천면(4715039000)","1,923","984","          1.95","988","935","          1.06"
"경상북도 김천시 조마면(4715040000)","2,169","1,176","          1.84","1,084","1,085","          1.00"
"경상북도 김천시 구성면(4715041000)","2,741","1,621","          1.69","1,375","1,366","          1.01"
"경상북도 김천시 지례면(4715042000)","1,502","897","          1.67","744","758","          0.98"
"경상북도 김천시 부항면(4715043000)","1,242","756","          1.64","621","621","          1.00"
"경상북도 김천시 대덕면(4715044000)","2,263","1,449","          1.56","1,140","1,123","          1.02"
"경상북도 김천시 증산면(4715045000)","1,013","625","          1.62","485","528","          0.92"
"경상북도 김천시 자산동(4715051600)","6,403","3,627","          1.77","3,245","3,158","          1.03"
"경상북도 김천시 평화남산동(4715053600)","7,411","4,268","          1.74","3,632","3,779","          0.96"
"경상북도 김천시 양금동(4715056500)","3,753","1,992","          1.88","1,820","1,933","          0.94"
"경상북도 김천시 대신동(4715057500)","25,046","11,502","          2.18","12,408","12,638","          0.98"
"경상북도 김천시 대곡동(4715059500)","20,037","9,558","          2.10","10,034","10,003","          1.00"
"경상북도 김천시 지좌동(4715061000)","10,857","5,265","          2.06","5,526","5,331","          1.04"
"경상북도 김천시 율곡동(4715064000)","23,137","9,293","          2.49","11,585","11,552","          1.00"
"경상북도 안동시 (4717000000)","155,451","77,903","          2.00","76,851","78,600","          0.98"
"경상북도 안동시 풍산읍(4717025000)","6,349","3,564","          1.78","3,212","3,137","          1.02"
"경상북도 안동시 와룡면(4717031000)","3,942","2,134","          1.85","2,045","1,897","          1.08"
"경상북도 안동시 북후면(4717032000)","2,894","1,736","          1.67","1,506","1,388","          1.09"
"경상북도 안동시 서후면(4717033000)","3,517","1,972","          1.78","1,866","1,651","          1.13"
"경상북도 안동시 풍천면(4717034000)","7,063","4,092","          1.73","3,591","3,472","          1.03"
"경상북도 안동시 일직면(4717035000)","2,641","1,515","          1.74","1,280","1,361","          0.94"
"경상북도 안동시 남후면(4717036000)","1,662","971","          1.71","842","820","          1.03"
"경상북도 안동시 남선면(4717037000)","2,054","1,125","          1.83","1,063","991","          1.07"
"경상북도 안동시 임하면(4717038000)","2,752","1,722","          1.60","1,427","1,325","          1.08"
"경상북도 안동시 길안면(4717039000)","2,647","1,614","          1.64","1,344","1,303","          1.03"
"경상북도 안동시 임동면(4717040000)","1,708","1,036","          1.65","887","821","          1.08"
"경상북도 안동시 예안면(4717041000)","1,778","1,056","          1.68","918","860","          1.07"
"경상북도 안동시 도산면(4717042000)","1,535","915","          1.68","807","728","          1.11"
"경상북도 안동시 녹전면(4717043000)","1,683","960","          1.75","867","816","          1.06"
"경상북도 안동시 중구동(4717051000)","5,015","2,896","          1.73","2,456","2,559","          0.96"
"경상북도 안동시 명륜동(4717052000)","4,889","2,467","          1.98","2,361","2,528","          0.93"
"경상북도 안동시 용상동(4717055500)","21,963","10,626","          2.07","10,940","11,023","          0.99"
"경상북도 안동시 서구동(4717058500)","8,753","4,305","          2.03","4,197","4,556","          0.92"
"경상북도 안동시 태화동(4717060000)","12,774","6,436","          1.98","6,329","6,445","          0.98"
"경상북도 안동시 평화동(4717062000)","6,132","2,957","          2.07","2,952","3,180","          0.93"
"경상북도 안동시 안기동(4717063000)","6,141","2,850","          2.15","3,040","3,101","          0.98"
"경상북도 안동시 옥동(4717065000)","21,094","9,523","          2.22","9,979","11,115","          0.90"
"경상북도 안동시 송하동(4717066000)","15,887","7,128","          2.23","7,744","8,143","          0.95"
"경상북도 안동시 강남동(4717069000)","10,578","4,303","          2.46","5,198","5,380","          0.97"
"경상북도 구미시 (4719000000)","408,619","184,089","          2.22","210,067","198,552","          1.06"
"경상북도 구미시 선산읍(4719025000)","14,420","6,784","          2.13","7,116","7,304","          0.97"
"경상북도 구미시 고아읍(4719025300)","38,489","15,248","          2.52","19,397","19,092","          1.02"
"경상북도 구미시 산동읍(4719025600)","27,000","10,451","          2.58","14,099","12,901","          1.09"
"경상북도 구미시 무을면(4719031000)","1,822","1,037","          1.76","903","919","          0.98"
"경상북도 구미시 옥성면(4719032000)","1,660","923","          1.80","852","808","          1.05"
"경상북도 구미시 도개면(4719033000)","2,167","1,165","          1.86","1,123","1,044","          1.08"
"경상북도 구미시 해평면(4719034000)","3,942","2,166","          1.82","2,080","1,862","          1.12"
"경상북도 구미시 장천면(4719036000)","2,947","1,557","          1.89","1,511","1,436","          1.05"
"경상북도 구미시 송정동(4719051000)","23,621","10,766","          2.19","11,651","11,970","          0.97"
"경상북도 구미시 원평동(4719053500)","6,085","4,215","          1.44","3,313","2,772","          1.20"
"경상북도 구미시 도량동(4719055100)","28,529","11,881","          2.40","13,878","14,651","          0.95"
"경상북도 구미시 지산동(4719055500)","2,060","1,050","          1.96","1,057","1,003","          1.05"
"경상북도 구미시 선주원남동(4719056500)","38,411","16,574","          2.32","19,457","18,954","          1.03"
"경상북도 구미시 형곡1동(4719058200)","13,837","5,846","          2.37","6,834","7,003","          0.98"
"경상북도 구미시 형곡2동(4719058300)","16,479","7,312","          2.25","8,208","8,271","          0.99"
"경상북도 구미시 신평1동(4719059000)","3,284","1,970","          1.67","1,840","1,444","          1.27"
"경상북도 구미시 신평2동(4719060000)","3,057","1,492","          2.05","1,642","1,415","          1.16"
"경상북도 구미시 비산동(4719061000)","13,013","5,521","          2.36","6,813","6,200","          1.10"
"경상북도 구미시 광평동(4719063000)","4,267","2,119","          2.01","2,305","1,962","          1.17"
"경상북도 구미시 상모사곡동(4719064500)","30,636","13,359","          2.29","16,013","14,623","          1.10"
"경상북도 구미시 임오동(4719066000)","18,557","7,461","          2.49","9,661","8,896","          1.09"
"경상북도 구미시 인동동(4719067000)","47,563","22,747","          2.09","24,757","22,806","          1.09"
"경상북도 구미시 진미동(4719068000)","16,781","11,536","          1.45","9,234","7,547","          1.22"
"경상북도 구미시 양포동(4719069000)","45,630","18,748","          2.43","23,910","21,720","          1.10"
"경상북도 구미시 공단동(4719070000)","4,362","2,161","          2.02","2,413","1,949","          1.24"
"경상북도 영주시 (4721000000)","101,192","50,608","          2.00","50,167","51,025","          0.98"
"경상북도 영주시 풍기읍(4721025000)","10,325","5,475","          1.89","5,138","5,187","          0.99"
"경상북도 영주시 이산면(4721031000)","2,247","1,194","          1.88","1,161","1,086","          1.07"
"경상북도 영주시 평은면(4721032000)","1,411","800","          1.76","720","691","          1.04"
"경상북도 영주시 문수면(4721033000)","1,927","1,119","          1.72","998","929","          1.07"
"경상북도 영주시 장수면(4721034000)","2,104","1,171","          1.80","1,068","1,036","          1.03"
"경상북도 영주시 안정면(4721035000)","2,912","1,599","          1.82","1,452","1,460","          0.99"
"경상북도 영주시 봉현면(4721036000)","2,669","1,411","          1.89","1,364","1,305","          1.05"
"경상북도 영주시 순흥면(4721037000)","1,970","1,124","          1.75","987","983","          1.00"
"경상북도 영주시 단산면(4721038000)","1,823","1,082","          1.68","893","930","          0.96"
"경상북도 영주시 부석면(4721039000)","2,981","1,697","          1.76","1,490","1,491","          1.00"
"경상북도 영주시 상망동(4721051000)","7,350","3,487","          2.11","3,681","3,669","          1.00"
"경상북도 영주시 하망동(4721052500)","5,872","2,856","          2.06","2,780","3,092","          0.90"
"경상북도 영주시 영주1동(4721055000)","3,811","2,200","          1.73","1,872","1,939","          0.97"
"경상북도 영주시 영주2동(4721056000)","4,766","2,498","          1.91","2,307","2,459","          0.94"
"경상북도 영주시 휴천1동(4721059000)","6,350","2,770","          2.29","3,136","3,214","          0.98"
"경상북도 영주시 휴천2동(4721060000)","9,627","5,026","          1.92","4,744","4,883","          0.97"
"경상북도 영주시 휴천3동(4721061000)","7,474","3,573","          2.09","3,673","3,801","          0.97"
"경상북도 영주시 가흥1동(4721062000)","15,375","6,838","          2.25","7,716","7,659","          1.01"
"경상북도 영주시 가흥2동(4721063000)","10,198","4,688","          2.18","4,987","5,211","          0.96"
"경상북도 영천시 (4723000000)","101,200","54,249","          1.87","51,430","49,770","          1.03"
"경상북도 영천시 금호읍(4723025000)","10,555","6,164","          1.71","5,532","5,023","          1.10"
"경상북도 영천시 청통면(4723031000)","4,015","2,332","          1.72","2,103","1,912","          1.10"
"경상북도 영천시 신녕면(4723032000)","3,735","2,274","          1.64","1,843","1,892","          0.97"
"경상북도 영천시 화산면(4723033000)","3,115","1,785","          1.75","1,631","1,484","          1.10"
"경상북도 영천시 화북면(4723034000)","2,178","1,314","          1.66","1,078","1,100","          0.98"
"경상북도 영천시 화남면(4723035000)","3,205","1,886","          1.70","1,696","1,509","          1.12"
"경상북도 영천시 자양면(4723036000)","1,207","783","          1.54","610","597","          1.02"
"경상북도 영천시 임고면(4723037000)","4,120","2,356","          1.75","2,100","2,020","          1.04"
"경상북도 영천시 고경면(4723038000)","5,670","3,461","          1.64","3,054","2,616","          1.17"
"경상북도 영천시 북안면(4723039000)","4,395","2,645","          1.66","2,288","2,107","          1.09"
"경상북도 영천시 대창면(4723040000)","3,024","1,820","          1.66","1,599","1,425","          1.12"
"경상북도 영천시 동부동(4723051000)","27,815","13,125","          2.12","13,716","14,099","          0.97"
"경상북도 영천시 중앙동(4723052000)","9,565","4,689","          2.04","4,809","4,756","          1.01"
"경상북도 영천시 서부동(4723053500)","4,654","2,724","          1.71","2,322","2,332","          1.00"
"경상북도 영천시 완산동(4723054000)","9,896","4,504","          2.20","4,855","5,041","          0.96"
"경상북도 영천시 남부동(4723055500)","4,051","2,387","          1.70","2,194","1,857","          1.18"
"경상북도 상주시 (4725000000)","95,305","49,460","          1.93","46,881","48,424","          0.97"
"경상북도 상주시 함창읍(4725025000)","6,245","3,414","          1.83","3,018","3,227","          0.94"
"경상북도 상주시 중동면(4725031000)","1,343","777","          1.73","652","691","          0.94"
"경상북도 상주시 사벌국면(4725032500)","3,810","2,097","          1.82","1,870","1,940","          0.96"
"경상북도 상주시 낙동면(4725033000)","2,942","1,651","          1.78","1,446","1,496","          0.97"
"경상북도 상주시 낙동면동부출장소(4725033500)","966","575","          1.68","480","486","          0.99"
"경상북도 상주시 청리면(4725034000)","2,560","1,410","          1.82","1,248","1,312","          0.95"
"경상북도 상주시 공성면(4725035000)","3,860","2,150","          1.80","1,906","1,954","          0.98"
"경상북도 상주시 외남면(4725036000)","1,616","888","          1.82","803","813","          0.99"
"경상북도 상주시 내서면(4725037000)","1,872","1,063","          1.76","960","912","          1.05"
"경상북도 상주시 모동면(4725038000)","2,591","1,388","          1.87","1,310","1,281","          1.02"
"경상북도 상주시 모서면(4725039000)","1,703","957","          1.78","867","836","          1.04"
"경상북도 상주시 모서면서부출장소(4725039500)","745","427","          1.74","358","387","          0.93"
"경상북도 상주시 화동면(4725040000)","1,924","1,081","          1.78","977","947","          1.03"
"경상북도 상주시 화서면(4725041000)","2,882","1,533","          1.88","1,403","1,479","          0.95"
"경상북도 상주시 화북면(4725042000)","1,179","665","          1.77","589","590","          1.00"
"경상북도 상주시 화북면서부출장소(4725042600)","312","199","          1.57","165","147","          1.12"
"경상북도 상주시 외서면(4725043000)","2,612","1,485","          1.76","1,242","1,370","          0.91"
"경상북도 상주시 은척면(4725044000)","1,155","675","          1.71","544","611","          0.89"
"경상북도 상주시 은척면북부출장소(4725044500)","368","220","          1.67","194","174","          1.11"
"경상북도 상주시 공검면(4725045000)","2,138","1,226","          1.74","1,024","1,114","          0.92"
"경상북도 상주시 이안면(4725046000)","1,983","1,161","          1.71","974","1,009","          0.97"
"경상북도 상주시 화남면(4725047000)","782","476","          1.64","378","404","          0.94"
"경상북도 상주시 남원동(4725052000)","11,586","5,405","          2.14","5,735","5,851","          0.98"
"경상북도 상주시 북문동(4725053000)","9,363","4,492","          2.08","4,680","4,683","          1.00"
"경상북도 상주시 계림동(4725054000)","8,929","4,385","          2.04","4,290","4,639","          0.92"
"경상북도 상주시 동문동(4725055000)","7,769","3,810","          2.04","3,766","4,003","          0.94"
"경상북도 상주시 동성동(4725056000)","3,425","1,715","          2.00","1,652","1,773","          0.93"
"경상북도 상주시 신흥동(4725057000)","8,645","4,135","          2.09","4,350","4,295","          1.01"
"경상북도 문경시 (4728000000)","71,481","37,573","          1.90","35,072","36,409","          0.96"
"경상북도 문경시 문경읍(4728025000)","5,892","3,301","          1.78","2,827","3,065","          0.92"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,098","592","          1.85","560","538","          1.04"
"경상북도 문경시 가은읍(4728025300)","3,258","1,903","          1.71","1,594","1,664","          0.96"
"경상북도 문경시 가은읍북부출장소(4728025400)","859","535","          1.61","455","404","          1.13"
"경상북도 문경시 영순면(4728031000)","2,447","1,515","          1.62","1,297","1,150","          1.13"
"경상북도 문경시 산양면(4728032000)","3,070","1,757","          1.75","1,560","1,510","          1.03"
"경상북도 문경시 호계면(4728033000)","2,480","1,537","          1.61","1,204","1,276","          0.94"
"경상북도 문경시 산북면(4728034000)","2,738","1,613","          1.70","1,379","1,359","          1.01"
"경상북도 문경시 동로면(4728035000)","2,047","1,188","          1.72","1,049","998","          1.05"
"경상북도 문경시 마성면(4728036000)","3,591","2,180","          1.65","1,704","1,887","          0.90"
"경상북도 문경시 농암면(4728037000)","2,602","1,592","          1.63","1,214","1,388","          0.87"
"경상북도 문경시 점촌1동(4728057000)","5,793","2,836","          2.04","2,811","2,982","          0.94"
"경상북도 문경시 점촌2동(4728058000)","7,073","3,674","          1.93","3,390","3,683","          0.92"
"경상북도 문경시 점촌3동(4728059000)","9,098","4,466","          2.04","4,525","4,573","          0.99"
"경상북도 문경시 점촌4동(4728060000)","3,169","1,798","          1.76","1,600","1,569","          1.02"
"경상북도 문경시 점촌5동(4728061000)","16,266","7,086","          2.30","7,903","8,363","          0.94"
"경상북도 경산시 (4729000000)","268,138","126,645","          2.12","134,906","133,232","          1.01"
"경상북도 경산시 하양읍(4729025000)","28,659","13,358","          2.15","14,449","14,210","          1.02"
"경상북도 경산시 진량읍(4729025300)","35,347","17,263","          2.05","18,463","16,884","          1.09"
"경상북도 경산시 압량읍(4729025600)","20,908","10,688","          1.96","11,107","9,801","          1.13"
"경상북도 경산시 와촌면(4729031000)","5,635","2,996","          1.88","3,044","2,591","          1.17"
"경상북도 경산시 자인면(4729033000)","5,411","2,930","          1.85","2,766","2,645","          1.05"
"경상북도 경산시 용성면(4729034000)","3,276","1,851","          1.77","1,734","1,542","          1.12"
"경상북도 경산시 남산면(4729035000)","3,709","1,989","          1.86","1,925","1,784","          1.08"
"경상북도 경산시 남천면(4729037000)","2,880","1,544","          1.87","1,481","1,399","          1.06"
"경상북도 경산시 중방동(4729051000)","9,578","4,757","          2.01","4,626","4,952","          0.93"
"경상북도 경산시 중앙동(4729052000)","6,319","3,540","          1.79","3,124","3,195","          0.98"
"경상북도 경산시 남부동(4729053000)","19,857","8,557","          2.32","9,786","10,071","          0.97"
"경상북도 경산시 서부1동(4729054100)","35,130","15,343","          2.29","16,681","18,449","          0.90"
"경상북도 경산시 서부2동(4729054200)","36,079","14,066","          2.56","17,274","18,805","          0.92"
"경상북도 경산시 북부동(4729055000)","16,485","10,080","          1.64","9,050","7,435","          1.22"
"경상북도 경산시 동부동(4729056000)","38,865","17,683","          2.20","19,396","19,469","          1.00"
"경상북도 군위군 (4772000000)","23,318","13,635","          1.71","11,928","11,390","          1.05"
"경상북도 군위군 군위읍(4772025000)","8,292","4,424","          1.87","4,274","4,018","          1.06"
"경상북도 군위군 소보면(4772031000)","2,280","1,433","          1.59","1,188","1,092","          1.09"
"경상북도 군위군 효령면(4772032000)","3,803","2,228","          1.71","1,973","1,830","          1.08"
"경상북도 군위군 부계면(4772033000)","2,066","1,229","          1.68","1,063","1,003","          1.06"
"경상북도 군위군 우보면(4772034000)","1,977","1,235","          1.60","990","987","          1.00"
"경상북도 군위군 의흥면(4772035000)","2,371","1,445","          1.64","1,143","1,228","          0.93"
"경상북도 군위군 산성면(4772036000)","1,223","780","          1.57","615","608","          1.01"
"경상북도 군위군 삼국유사면(4772038000)","1,306","861","          1.52","682","624","          1.09"
"경상북도 의성군 (4773000000)","50,374","28,981","          1.74","24,779","25,595","          0.97"
"경상북도 의성군 의성읍(4773025000)","12,841","6,680","          1.92","6,308","6,533","          0.97"
"경상북도 의성군 단촌면(4773031000)","1,921","1,160","          1.66","952","969","          0.98"
"경상북도 의성군 점곡면(4773032000)","1,590","989","          1.61","780","810","          0.96"
"경상북도 의성군 옥산면(4773033000)","1,752","1,004","          1.75","877","875","          1.00"
"경상북도 의성군 사곡면(4773034000)","1,565","970","          1.61","761","804","          0.95"
"경상북도 의성군 춘산면(4773035000)","1,473","819","          1.80","751","722","          1.04"
"경상북도 의성군 가음면(4773036000)","1,460","873","          1.67","735","725","          1.01"
"경상북도 의성군 금성면(4773037000)","4,198","2,501","          1.68","2,056","2,142","          0.96"
"경상북도 의성군 봉양면(4773038000)","3,849","2,309","          1.67","1,886","1,963","          0.96"
"경상북도 의성군 비안면(4773039000)","2,566","1,549","          1.66","1,258","1,308","          0.96"
"경상북도 의성군 구천면(4773040000)","1,746","1,022","          1.71","869","877","          0.99"
"경상북도 의성군 단밀면(4773041000)","1,677","986","          1.70","841","836","          1.01"
"경상북도 의성군 단북면(4773042000)","1,769","1,030","          1.72","854","915","          0.93"
"경상북도 의성군 안계면(4773043000)","4,449","2,505","          1.78","2,141","2,308","          0.93"
"경상북도 의성군 다인면(4773044000)","3,747","2,229","          1.68","1,837","1,910","          0.96"
"경상북도 의성군 신평면(4773045000)","814","517","          1.57","395","419","          0.94"
"경상북도 의성군 안평면(4773046000)","2,119","1,277","          1.66","1,072","1,047","          1.02"
"경상북도 의성군 안사면(4773047000)","838","561","          1.49","406","432","          0.94"
"경상북도 청송군 (4775000000)","24,387","14,074","          1.73","12,221","12,166","          1.00"
"경상북도 청송군 청송읍(4775025000)","5,074","2,672","          1.90","2,505","2,569","          0.98"
"경상북도 청송군 주왕산면(4775031500)","1,806","1,088","          1.66","907","899","          1.01"
"경상북도 청송군 부남면(4775032000)","2,446","1,439","          1.70","1,219","1,227","          0.99"
"경상북도 청송군 현동면(4775033000)","2,070","1,182","          1.75","1,048","1,022","          1.03"
"경상북도 청송군 현서면(4775034000)","2,484","1,437","          1.73","1,237","1,247","          0.99"
"경상북도 청송군 안덕면(4775035000)","2,547","1,571","          1.62","1,239","1,308","          0.95"
"경상북도 청송군 파천면(4775036000)","1,736","1,044","          1.66","873","863","          1.01"
"경상북도 청송군 진보면(4775037000)","6,224","3,641","          1.71","3,193","3,031","          1.05"
"경상북도 영양군 (4776000000)","16,126","9,098","          1.77","8,052","8,074","          1.00"
"경상북도 영양군 영양읍(4776025000)","7,033","3,726","          1.89","3,478","3,555","          0.98"
"경상북도 영양군 입암면(4776031000)","2,072","1,228","          1.69","1,005","1,067","          0.94"
"경상북도 영양군 청기면(4776032000)","1,679","1,018","          1.65","861","818","          1.05"
"경상북도 영양군 일월면(4776033000)","1,729","988","          1.75","871","858","          1.02"
"경상북도 영양군 수비면(4776034000)","1,645","959","          1.72","837","808","          1.04"
"경상북도 영양군 석보면(4776035000)","1,968","1,179","          1.67","1,000","968","          1.03"
"경상북도 영덕군 (4777000000)","34,937","19,834","          1.76","16,617","18,320","          0.91"
"경상북도 영덕군 영덕읍(4777025000)","10,629","5,417","          1.96","5,118","5,511","          0.93"
"경상북도 영덕군 강구면(4777031000)","5,958","3,420","          1.74","2,808","3,150","          0.89"
"경상북도 영덕군 남정면(4777032000)","2,281","1,448","          1.58","1,113","1,168","          0.95"
